Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
SEMA6A	0.342136667	0.307461759
IAPP	0.071284167	0.3074766
CTNNA2	-0.11506625	0.30753414
CNTD2	-0.107032917	0.307534574
DMWD	-0.176663333	0.307616363
SEZ6L	-0.09247375	0.307628754
STRBP	0.37990375	0.307630066
LRRC55	0.1627	0.307658001
CMA1	0.065136667	0.307664852
SNORA33	0.4739925	0.30767225
GADD45GIP1	-0.120722917	0.30768292
DEPDC4	0.2578025	0.307739504
SHOC2	0.224573333	0.307962904
MZT2B	-0.115015833	0.307983717
TBPL2	0.044457083	0.308010875
LSM7	-0.27578375	0.308046776
FKBP4	-0.182907083	0.3080558
TRPV5	-0.07316875	0.308057657
CARM1	-0.24972875	0.308068587
HOXC12	0.078094583	0.308161298
CADPS2	-0.077319583	0.308214211
CLEC12A	0.057935833	0.30823301
CSPG4P5	-0.13665	0.308317233
ARHGEF10	-0.140400833	0.308387019
OGFOD3	-0.1225625	0.308388191
IL1A	0.457329583	0.30845932
TRAPPC4	0.279330833	0.308487364
DSC3	-0.09332375	0.308501868
RFT1	0.183415833	0.308505589
MAPK14	0.1843025	0.308594695
GPS2	0.186217083	0.308612394
OTUD5	-0.162289167	0.308621681
GPR149	-0.075923333	0.308696768
NEFL	-0.078885833	0.308759824
CASP4	-0.972845417	0.308781151
AKR1D1	-0.098387917	0.308795975
COBLL1	-0.099455833	0.30882325
ALG8	-0.2638625	0.308857943
MSI1	-0.09878375	0.308934809
HIST1H3H	0.32139125	0.3089645
LOC389765	-0.4255575	0.309009089
RASSF5	0.211691667	0.30902264
KCNAB1	0.06068	0.309033205
TSPAN18	0.355632917	0.309078658
GK3P	-0.12487125	0.309087258
HYAL4	0.1640175	0.309180394
ANKRD30B	0.139534583	0.309184359
HBZ	0.07978375	0.309360584
RGL3	-0.055750833	0.30946872
OVCH2	-0.38652875	0.309564802
PTGDR	0.06395875	0.309578021
SPOCK3	-0.709973333	0.309603334
RAB42	-0.173822083	0.309608922
COPS7B	-0.14825125	0.309660805
PAX5	-0.137242917	0.309684609
FAM135A	0.63080625	0.309804533
FCAMR	-0.064455417	0.309814525
RNU6ATAC	0.144098333	0.309825815
CWF19L2	-0.264532083	0.309828108
TACR2	0.096511667	0.309847645
NT5C	-0.163664167	0.309922082
OR2W3	-0.075687917	0.309933504
OR2W3	-0.075687917	0.309933504
OR52K1	-0.081987083	0.30993787
TMEM139	-0.126072083	0.309949231
ZNF22	-0.537645833	0.309990273
TRIM46	-0.10916125	0.31001947
ABHD12B	-0.716545833	0.31005998
UBXN7	-0.209132083	0.310184657
FBXL7	-0.08221375	0.310186684
KIAA1683	-0.075752917	0.31023018
METTL21B	-0.106319583	0.31024228
DCTN4	0.197970833	0.310302536
RAD23A	0.182861667	0.310387715
TNR	-0.1352025	0.310416572
OR14J1	-0.078020417	0.310505361
OR14J1	-0.078020417	0.310505361
GCSAM	0.83234375	0.310526678
TPM2	-0.522827917	0.310678412
PDLIM7	-0.2935475	0.310796966
NAA38	0.199403333	0.310878067
TBC1D30	-0.541857917	0.310878283
CENPK	0.178025	0.310878931
GPN2	0.095219167	0.310916017
HBM	-0.156396667	0.310986425
IFI44	1.13527375	0.311043267
C17orf99	0.218452917	0.311071869
KLF1	-0.085790833	0.311169871
EFCAB5	0.136024583	0.311215741
MTIF3	-0.214258333	0.311228228
SLC2A3	0.57147	0.311233854
LOC100130236	-0.124075833	0.311248096
MFAP3L	0.173182083	0.311388613
PRTFDC1	-0.092544583	0.311391026
COLEC11	0.135379167	0.311445831
PEX5L	-0.264177917	0.311466741
LINC00173	0.31509375	0.311485404
EGFL7	-0.104175417	0.311497997
COG5	0.155044583	0.31150757
H2AFY2	-0.096135417	0.311578769
KBTBD13	0.08289875	0.311760447
MT1E	-0.126011667	0.311833621
EPGN	0.072917917	0.311850693
KIF12	-0.08623125	0.311878492
CNKSR2	-0.559965	0.311886116
CLDN20	0.07043	0.311949122
LMO7DN	-0.119738333	0.31200501
TBC1D21	0.107164583	0.31206077
FGF5	-0.295235	0.312098493
CSTF2	-0.15605875	0.312158073
UCMA	-0.131705833	0.312191062
FUT1	-0.127939167	0.312226207
OGG1	0.294688333	0.312295511
RIT1	-0.184511667	0.312338022
LOC153684	-0.161592917	0.312351093
ERRFI1	-0.153164167	0.312376232
USP10	-0.123316667	0.312426376
PDCD2	-0.165889583	0.312490009
MIA3	-0.199274167	0.312517432
VGF	-0.0791375	0.312637956
TMEM9B	0.213852083	0.312706162
ASPSCR1	0.107496667	0.312738924
PRMT3	0.253025833	0.312830268
GABPA	0.079154583	0.312853035
MKL2	0.19466625	0.312889323
C11orf68	-0.11535	0.312892722
VDAC2	0.101140833	0.312945343
LOC100129478	-0.334960833	0.312970701
STAMBPL1	-0.344239583	0.313047316
MRPL42	-0.148589583	0.313083992
ARFGEF3	-0.10286875	0.313092097
CCDC27	0.086036667	0.313093684
NRD1	-0.109296667	0.313193932
VGLL1	0.085842083	0.313210014
SULT2A1	0.058090417	0.31321039
RNF146	-0.305575	0.313324996
DNAJC28	0.151602917	0.313338065
DNM1P35	-0.1340875	0.31342631
OSBP	0.1196775	0.313487894
OR4A5	-0.051379583	0.313492326
MED31	0.26796125	0.313518846
SPG20	-0.077194167	0.313544579
SRPR	-0.160137917	0.313602902
MCM5	0.2265425	0.31363117
ZFP41	-0.1242425	0.313710819
RNF150	-0.061631667	0.313744174
OR51B5	-0.089275417	0.313843273
NUP37	0.206174583	0.313868114
FAM189A1	-0.408428333	0.313941614
NFASC	-0.061430417	0.31400433
MAGEE1	-0.16782	0.314015018
PPP2R2B	-0.090195417	0.314021404
ENTPD6	-0.411850833	0.314110092
CUTA	0.164994583	0.314136953
SLC17A3	-0.07127	0.314174883
SEC11A	-0.131854583	0.314220592
LINC01567	-0.1053075	0.314313555
CD300LF	-0.157825417	0.314320061
RFXANK	-0.20540375	0.3143571
ZNF599	-0.10964625	0.314380278
MIA	0.082706667	0.314429819
POLDIP3	0.176552083	0.314479331
SCARNA6	0.323609167	0.314481173
ETV6	-0.70864125	0.314487748
GDAP1L1	-0.110558333	0.314514044
ETF1	0.178490833	0.314604777
INMT	-0.073162917	0.314607436
HRG	0.060215	0.314622761
HRH4	0.14956375	0.31467035
GS85	-0.13097125	0.314755273
VPS72	-0.21449	0.314762233
PSKH1	-0.091759583	0.314845886
RPL29	0.120566667	0.314850442
FBXO9	-0.09429125	0.314979654
SRSF8	-0.2489925	0.31511441
SNORD114-26	-0.098777083	0.315332862
IMPG2	-0.099273333	0.31537455
C7orf69	-0.57821625	0.315376046
KLHL40	-0.096655	0.315415592
OSBPL3	0.69481875	0.315416329
USP53	0.89764375	0.31548346
KRT12	-0.07302875	0.315491239
METTL10	0.228870417	0.315537031
AGGF1	-0.30894125	0.31569849
NAA16	-0.193504583	0.315748819
GDPD2	-0.08665875	0.31578116
TRIM31	-0.080924167	0.315813576
SLC1A1	1.164689583	0.315817684
SLFN12L	-0.49437125	0.315845087
PFKFB4	0.407163333	0.31587739
SHISA4	-0.141450833	0.315916552
GSTZ1	0.237450417	0.316149311
ZMYM1	0.407580833	0.316180112
RGL4	-0.102508333	0.316187224
TIMP2	0.13427875	0.316264824
BRPF1	0.1078475	0.316278698
RSPO2	0.094756667	0.316291669
MAB21L2	0.066364583	0.316362074
TFAP2A	0.0787425	0.316370557
PIK3C2B	0.569129167	0.316473421
DHFRL1	0.147585417	0.316474402
FLJ31958	0.395289583	0.31649935
ZDHHC14	-0.30141625	0.316525715
MTRF1L	-0.2655125	0.316614161
LOC100129492	-0.195449583	0.316617185
PAF1	0.111708333	0.316626998
MYL3	-0.08678375	0.316639205
ELP6	0.1320875	0.316683199
NAALAD2	-0.089982083	0.316740364
SLC8A3	0.228795417	0.316834737
HLA-DPA1	-1.096909583	0.316944598
CASP9	0.184485417	0.316947917
PP14571	0.144883333	0.316989611
LINC00851	0.099526667	0.317004174
SUCLA2	-0.186235417	0.317018983
OFCC1	-0.057752083	0.317053977
PDGFD	1.123866667	0.317057481
DDI1	-0.07191875	0.317185916
UBQLN3	-0.084914583	0.317262982
TP73-AS1	-0.475213333	0.317276606
RWDD2B	0.3578675	0.317286067
TLR5	-0.069652083	0.317321599
ASF1B	0.14405875	0.31742697
TRABD2A	0.149574583	0.317438781
VIPR1	-0.117208333	0.317458183
ABCC2	0.1187575	0.317557807
RPL6	0.067620833	0.31756394
DDX1	0.223749167	0.317610575
HES1	-0.231231667	0.317621037
C17orf104	-0.317650833	0.317627325
TG	-0.151670417	0.317749486
RGS9	-0.737332083	0.317787726
AACS	-0.408842917	0.317984395
CCNE1	-0.328578333	0.318065377
TMEM168	0.408660417	0.318108848
RPL37A	0.14352375	0.31814916
INSM1	-0.13269125	0.318220275
SLC38A8	-0.091881667	0.318232517
INPP4A	0.412764167	0.318267643
TBX5	-0.080734583	0.318276509
ATMIN	-0.138135	0.318291005
JPH2	-0.098977917	0.318293853
FAM170B	-0.096879167	0.318369744
SELL	0.7746525	0.318374418
IER3	-0.130612917	0.318377091
IER3	-0.130612917	0.318377091
NDUFC1	-0.303647917	0.318518257
TFF3	0.104779167	0.318570713
CFAP70	-0.150310417	0.318574094
KRT13	-0.07740375	0.318593643
STK39	-0.560304167	0.318645401
SHPRH	-0.309731667	0.31864891
GPR63	-0.6560075	0.318765371
MON1B	-0.136372917	0.318779428
RANBP3	-0.142133333	0.31880128
ZNF365	-0.096902083	0.318815533
UGT2B4	0.0631	0.318877894
SLC35A3	0.316334167	0.318986841
CBX2	-0.3265075	0.319019431
AGER	-0.150757083	0.319224227
OR11A1	-0.050415833	0.319232574
OR11A1	-0.050415833	0.319232574
SORCS1	0.07331625	0.319243493
PRPH	-0.068159583	0.319492387
PCK2	0.392604167	0.319532199
N4BP2L2	-0.2672425	0.319573931
CCDC60	-0.075571667	0.319586046
GALM	0.69593875	0.319600669
SLC16A2	-0.125856667	0.319803278
SYNC	0.161474167	0.319833057
TTC39C	-1.128277083	0.319846639
DOK5	-0.120365833	0.319869276
SNORA6	0.318937917	0.319926557
IMPAD1	-0.149830833	0.319939044
AGPAT6	-0.330344583	0.320034888
DUSP21	-0.079614167	0.32007072
CDC123	0.211520417	0.320077066
IL13RA2	0.087257083	0.320139658
TMTC1	-0.075350417	0.32026636
FAM102A	0.6861625	0.320387867
FAM65C	-0.07179375	0.320400747
BIN3-IT1	-0.138457083	0.320476844
OSMR	-0.07864875	0.32054206
SEC11C	-0.37622	0.320590964
CEP19	-0.218685833	0.32063052
POLR3A	0.159799167	0.320765551
POLR2E	-0.21494875	0.320838824
MIR21	0.88634375	0.320882599
LOC441179	0.2689175	0.320921491
KRTAP4-4	0.124374167	0.320970396
AIDA	-0.321303333	0.321001812
GABRA1	-0.121355	0.321003424
ANKRD20A11P	-0.159144583	0.321007584
SLC30A3	-0.199642917	0.321035433
HIST1H2BE	0.165732917	0.321062778
MRPL57	-0.19758125	0.321231362
1-Mar	-0.39933	0.321242293
C6orf52	0.167509583	0.321270522
DENND5B	0.5672575	0.321284637
GTF2H3	0.246385	0.321314445
GRWD1	0.158785	0.321476815
CRHR1-IT1	-0.139904167	0.321508533
SRRM3	-0.074727083	0.321641708
SCNN1A	0.047750833	0.32169387
PADI3	-0.108285833	0.321703869
SETD9	-0.187338333	0.321717667
E2F3	-0.218380417	0.321724842
PRKG2	0.179915833	0.321786049
CAPNS2	-0.064672917	0.321868676
MOGAT2	0.078000417	0.321914088
KCNMB4	0.766642917	0.321970385
OR2G6	0.253512917	0.322001311
TKFC	-0.22956625	0.322081087
NR1I3	0.086366667	0.322208246
ZBTB32	0.28816875	0.322241287
TMC5	-0.620246667	0.322257302
GRB10	0.620200833	0.322292838
DNAJC19	-0.13659	0.322350867
CASC1	0.08725375	0.322374925
TSC1	0.240678333	0.322380855
ACTB	0.100734583	0.322483947
ESR2	-0.277767917	0.322670447
ANK2	0.537005417	0.322752983
TNNI3	0.083569583	0.32276228
GTF2A1	0.163297083	0.322768189
ADTRP	-0.802145417	0.322819844
TRIM16	0.21835125	0.322847793
USP39	-0.171225	0.322885456
LDOC1	-0.1027825	0.323009396
CYP2C18	0.073154167	0.323025545
MIEF1	0.127247083	0.323036966
BCKDHB	0.273705417	0.323053668
OSR2	-0.371645833	0.323187973
MYO5A	-0.328853333	0.323340292
PPP1R12A	-0.137257917	0.32339951
HTR7	-0.054117917	0.323421552
NKD1	-0.080398333	0.323449322
FPR1	-0.116045417	0.323603154
MGC50722	-0.106050833	0.323650107
CCDC101	-0.183787083	0.323698824
ZNF687	-0.20761125	0.323792057
SPATA8	-0.07865125	0.323795096
FGL1	-0.05162	0.323849877
EEF1DP3	-0.11748	0.323899634
MUCL1	0.076007917	0.323899699
VASP	0.265069583	0.323924984
PNKD	0.27682	0.32396374
INSM2	-0.14663875	0.323988556
MPI	0.2675325	0.324012855
FGF1	-0.072085417	0.324065265
OC90	-0.1113	0.32423755
OR6X1	-0.066301667	0.324238437
RAET1E	-0.077078333	0.324257693
RRP36	0.270772083	0.324287536
TMEM127	0.146237083	0.324379026
GTPBP2	0.23661875	0.32442849
RAC1	0.19415875	0.32450515
RGS20	0.290544167	0.324698965
DCLK2	0.291576667	0.324737576
DKK4	-0.048540417	0.324742771
TIMELESS	-0.193189167	0.324795439
SYNCRIP	0.249324167	0.324928732
GIT2	0.24424375	0.324972538
FAM27A	0.285484583	0.325008947
ZNF385A	-0.184085	0.3250567
XKRX	0.19231	0.325108058
IPO8	-0.16691875	0.325109991
TCEA1	0.191275	0.325120779
CENPQ	-0.260585833	0.325175545
ZNF788	-0.741779167	0.325184711
ACSL1	0.79513375	0.325247658
MED16	-0.197184583	0.32526366
CYP1A1	-0.336179583	0.325376707
CNGB3	-0.04632125	0.325378271
JOSD1	0.231249583	0.325384706
PPP6R1	0.32929125	0.325517358
DDX39B	0.154675	0.325517744
GNG10	0.534570417	0.325612908
HNRNPA1P60	-0.164595833	0.325629601
NCAM1	-0.121565833	0.325679011
ASPHD2	0.260060417	0.325725217
KCNB2	-0.08795375	0.325757621
OR6C4	-0.09184375	0.325794588
TMEM104	0.151460417	0.3258121
KRBA1	-0.133460833	0.325836857
GATA1	-0.098996667	0.325858183
OR2M5	0.054224583	0.32587893
CCDC126	0.298434583	0.325927903
HDHD1	0.21845375	0.325994183
FAM76B	-0.287074583	0.326003695
HABP4	0.212664167	0.326013493
RBMS1	0.26519125	0.326053802
AMH	-0.136900833	0.326070068
MRI1	-0.178620417	0.326076307
FANCE	0.220443333	0.326106409
RPL28	0.1130975	0.326127673
DPY30	0.164433333	0.326150578
TRMT2B	0.185695	0.326169703
ZWILCH	0.23918	0.326200912
SUMO4	0.15136625	0.326230326
MLC1	0.108462083	0.326271851
CDK5RAP1	-0.203634167	0.326362386
LARP6	-0.117312917	0.326400855
C9orf3	-0.113945833	0.326513109
ATP7B	-0.189625833	0.326518414
LIPT1	-0.12285625	0.326533189
SIGLEC16	-0.169869583	0.326580542
FAM35A	0.167895	0.326587921
DENND3	0.613744583	0.326689076
DMRT3	-0.094924167	0.32678611
HSP90AA6P	-0.3681325	0.326877209
ATP8B1	0.101717083	0.326907607
CCR10	-0.428236667	0.3269215
RAX	-0.130115	0.326942513
CDCA7L	-0.38081875	0.32701004
C4BPB	-0.052370417	0.327211894
C1QB	-0.105320833	0.327219839
TGFBR2	0.69270625	0.327226051
BIVM	-0.781883333	0.327364093
COL5A1	-0.115717083	0.327439328
PDE4A	0.26994	0.327442448
FLT1	-0.531885833	0.327498349
USP38	-0.32372625	0.327530846
TDRD1	-0.018710417	0.327591138
HACD3	-0.284000833	0.327607043
SLC37A4	0.201836667	0.32762004
C4orf29	-0.308984167	0.327641658
SPTBN1	-1.004832917	0.32765216
SIGLEC5	-0.143889583	0.327659877
GUSBP11	-0.257755833	0.32782636
HLA-DPA1	-1.08219625	0.327988637
HLA-DPA1	-1.08219625	0.327988637
C11orf54	-0.265024583	0.327993932
CEACAM3	-0.08711625	0.328000571
NBEAL2	0.240190417	0.328031892
DDAH2	0.348352917	0.328085284
DDAH2	0.348352917	0.328085284
TMEM91	0.09475125	0.328087523
KRTAP6-2	-0.11802125	0.328123952
ART4	0.100526667	0.328136854
HOXA9	-0.103899167	0.328147018
DOCK1	-0.031784167	0.328179549
DRC7	-0.095784167	0.328194417
SOD2	-0.352603333	0.328245109
PXYLP1	-0.234725417	0.328407661
OR4N4	-0.059092083	0.328486551
HMGB3P30	-0.0585825	0.328527392
NPR2	0.164755417	0.32857687
TNC	-0.076506667	0.328598531
TUBB	0.071033333	0.328635005
TUBB	0.071033333	0.328635005
TUBB	0.071033333	0.328635005
C1orf177	0.074175	0.328638724
TMEM239	-0.07868375	0.328725951
APOL3	0.487485417	0.32898799
C14orf169	0.129596667	0.329022386
SCARNA9L	-0.209727917	0.329065024
CTIF	-0.138232083	0.329093502
CENPJ	-0.28921375	0.32918705
GK5	0.38584	0.32926983
ABHD17C	-0.111327083	0.3293045
ADRM1	-0.191088333	0.32935294
C12orf42	-0.0840425	0.329369398
FARP2	0.228515833	0.329386564
UBE2T	-0.206244167	0.329471124
TLL1	-0.40495125	0.329474172
MAGEA1	-0.289927917	0.329480829
PLAU	-0.1115325	0.329484022
BLZF1	0.261023333	0.329545466
YME1L1	0.1938375	0.329637921
CISH	-0.0896075	0.329796857
RSPH9	0.111647083	0.329868483
NKRF	-0.156152917	0.329905613
ZNF133	-0.111099583	0.329907276
UBR5	0.248414583	0.32994691
RASD1	-0.310552917	0.330057896
CACNA1S	-0.07013375	0.330129752
HS3ST3A1	-0.1196525	0.33023397
PHRF1	0.171385833	0.330269713
PDCD11	0.21212	0.330280802
TESK1	0.249458333	0.330321988
FXYD2	-0.092754583	0.330332099
PDGFRA	-0.5678125	0.330348098
BAGE3	-0.2095825	0.33042121
NFYB	-0.24846375	0.330478007
ZG16B	-0.0934425	0.3305327
PNLIP	-0.055019583	0.330588063
RPS13	0.173154167	0.330738841
HIST1H2BN	0.203540833	0.33083511
R3HDM2	-0.304747083	0.330903635
TNIP3	0.070465833	0.330940622
FSCB	-0.096335833	0.331035267
CUEDC1	0.165237083	0.3311125
IFNG	-0.042517083	0.331115126
RAB28	-0.35949125	0.331170562
CNOT4	-0.246130833	0.331200238
SKP1	-0.253572083	0.33125163
LINC00839	-0.130595417	0.331270033
NPCDR1	-0.274165833	0.331337888
WDR5	0.13351125	0.331366414
HECW1-IT1	-0.124736667	0.331497299
DDIT4	0.542321667	0.331512989
HTR5A	-0.073644583	0.331528984
RASGRF2	-0.415368333	0.3315904
GUSB	-0.226554583	0.33162009
CHMP7	0.248532917	0.331628744
GGA1	0.18624875	0.331651697
ZNF709	0.342037083	0.331685644
MYO1F	-0.200885	0.331700211
EP400NL	0.081024583	0.331706642
SNORA80E	-0.16158875	0.331799044
CSTB	0.57676625	0.331847596
MAN2B2	-0.1614325	0.331859665
FADS2	-1.4546075	0.331885867
SREBF2	0.270441667	0.331955847
FAM63B	-0.420984583	0.331963822
TINCR	-0.082720417	0.332043837
RGS12	-0.132827083	0.332075881
SCG3	0.04617125	0.332091172
APLN	-0.102044583	0.332124507
CCNI2	-0.646967917	0.332199581
RAB11FIP4	0.342197917	0.332222654
RILPL1	0.103644583	0.332257024
NEK6	0.851099583	0.332334223
ALKBH8	-0.257057083	0.332521256
GDF7	-0.1437775	0.332585313
PRSS22	-0.0985475	0.332597558
C10orf55	-0.040610417	0.332657938
AHI1	0.373462917	0.33270019
ARPC3	0.1977	0.332752968
CDCP2	-0.076699583	0.332754873
NSMCE2	-0.22951125	0.332767009
GALNT14	0.6334675	0.332812088
CCDC157	-0.07766875	0.33286214
PLBD2	0.1845675	0.332910165
EPS8	0.172567917	0.332956826
FAM126A	0.542854167	0.332973554
CXCR1	-0.092237917	0.333008423
ANKRD45	0.073004583	0.333099521
CHRAC1	-0.171162917	0.333164897
RBM18	0.132501667	0.333173878
MTG1	0.109279167	0.333237747
FCRL2	0.93822125	0.333241135
PIGB	0.305239583	0.333262684
RSPO1	-0.127235417	0.333270978
CNTROB	0.226196667	0.3333416
GLYCTK	0.138210417	0.333585083
IGIP	0.182289167	0.333659413
RPL6	0.065791667	0.333679463
NEK7	-0.405047083	0.333699594
WDR4	0.192955833	0.333836072
AGER	-0.15418125	0.33392182
TIAM1	0.477085417	0.333943184
RPLP2	0.159254167	0.334000349
UCHL5	-0.238661667	0.334021995
EYS	-0.23199125	0.334128019
SPANXN2	0.106327917	0.334184072
C14orf39	0.068548333	0.334232937
SUMF1	0.13486875	0.334274821
LOC158960	0.15408875	0.33427814
HPRT1	0.137629583	0.334281794
LGALSL	0.481905	0.334446399
QRFP	-0.081390417	0.334516706
RAPGEF5	-0.7457325	0.334573624
CRIP2	-0.049734167	0.334578399
SLC7A11	0.647312083	0.334651317
ATG4A	0.22594375	0.3347198
EMC4	-0.162672917	0.334815859
LOC100130071	-0.1061825	0.334822124
LYVE1	-0.085990833	0.334839429
DNAJB7	0.148191667	0.335019359
ABHD14A	-0.179832917	0.335095139
ABHD6	-0.279199167	0.335114892
RPL13AP17	0.046936667	0.335134939
TPRKB	-0.138334167	0.335168363
FN1	-0.05072625	0.335421361
FLAD1	-0.13510375	0.335454586
DAXX	0.203222083	0.335500186
VPS29	0.17915625	0.335565978
BRCC3	-0.23255	0.335579458
CDC26	-0.164036667	0.335638966
DENND4A	0.37015625	0.335697716
DDX41	-0.081810417	0.335737862
CNOT7	-0.200079167	0.335784822
LANCL3	-0.04957375	0.335806351
FUT7	-0.158934167	0.335815471
IFNA2	-0.045932083	0.335829956
NTNG2	-0.09305375	0.335845312
TRIM10	-0.113398333	0.336020397
LOC729164	-0.1199	0.336058977
OR5K3	0.089032917	0.336090958
SEC61A2	0.276738333	0.336110519
RAMP2	-0.074857917	0.336263296
CPNE7	0.278897083	0.336279602
METTL25	-0.242519167	0.336284879
ZNF681	-0.530257917	0.336442987
TDRD5	-0.052621667	0.336459465
UBD	-0.09989875	0.336490097
RTL1	0.081624167	0.336710402
SNED1	-0.143942917	0.336761472
PTPN14	0.192989167	0.336779237
IL17F	-0.08388375	0.336843742
FAM199X	-0.17426125	0.33686775
HARBI1	0.132842083	0.33690585
UNC80	-0.056355417	0.336941244
MCMDC2	0.0929825	0.337077672
ANXA6	0.742610833	0.337082262
TSPAN4	0.154794583	0.337114235
ASIC5	0.040967917	0.337141267
KRTAP15-1	-0.112072917	0.337212044
FNTB	-0.12531	0.337212458
ZNF707	-0.17701125	0.337222601
SIDT2	-0.387308333	0.337242721
ATP5D	-0.167153333	0.337257913
GPR141	0.051565	0.337276316
CAPN13	0.064343333	0.337336633
SLFN13	-0.840390417	0.337582405
LOC389895	-0.08640875	0.337645639
RTP2	-0.106477917	0.337681901
TCTEX1D2	-0.2439725	0.337720674
FAT1	0.418151667	0.337723767
CCR2	0.191258333	0.337777496
NCAPD2	-0.1732875	0.337822508
COX11	-0.246715417	0.33795523
FOXI2	-0.124646667	0.337960702
VNN1	-0.147372083	0.338020448
OAT	0.37233625	0.338080214
EEF1A2	-0.3763075	0.338098269
OAZ3	-0.082185833	0.33812422
SYNPO	0.097053333	0.338142118
NAA35	-0.303135	0.338175665
BRMS1L	0.422514167	0.33823933
AQP6	-0.095010833	0.338274616
OR9H1P	0.071018333	0.338288627
NAT2	0.114004167	0.338360299
PLK1	-0.28060125	0.338397387
SEMA3A	0.56840125	0.338406321
UBALD2	0.390665	0.338461895
UTP3	0.379409167	0.338493315
MAMSTR	-0.0967525	0.338540579
PTGFRN	-0.084022083	0.33854548
KALRN	0.0275025	0.338552666
LOC652276	-0.17449875	0.338641518
NFAT5	0.227727083	0.338678949
TREM2	-0.091520833	0.338775705
EGLN2	-0.06349875	0.338928471
BIRC5	-0.11541625	0.338942382
GALNT12	0.518702917	0.338979167
RAP1GAP2	0.396120417	0.339024418
EFHC1	-0.289636667	0.339095696
HOMER3	0.517735833	0.339106515
FLJ34503	-0.05232125	0.339158432
SNORD115-8	0.042895833	0.339177986
TREX2	-0.142047917	0.339279881
PLOD1	0.207120417	0.339365425
ZNF507	0.235147917	0.339408139
FOXO3	-0.118359167	0.33945891
ZBTB34	0.2732525	0.339464787
NFATC4	-0.256940417	0.339493425
SEMA3F	-0.150653333	0.339522398
HOXB6	0.1178025	0.339526871
TSPAN2	0.581538333	0.339531203
EMILIN2	0.203112083	0.339593664
NFU1	-0.179576667	0.339689546
LINC00242	0.080867083	0.339730338
LOC100130401	0.167204583	0.339746385
SLC34A1	-0.10117875	0.339925429
CSTL1	-0.046855	0.340050064
SFN	-0.111901667	0.340052931
SPC25	-0.21093375	0.340067711
ABHD17A	0.12910375	0.340125967
WNT8A	-0.055202917	0.34025232
LOC644767	-0.13344375	0.340288713
FLRT3	-0.078832083	0.340295647
POGK	-0.25651875	0.340319662
LINC00935	-0.044680833	0.340347027
DHX58	0.168315833	0.340348616
FAM27A	0.277862083	0.340348976
PDE6D	-0.2200275	0.340353477
